date,precipitation,peti,temperature,discharge_spec,discharge_vol
07/03/1989,0.24,1.27,1.34,8.09,27.341
08/03/1989,6.11,0.91,0.15,5.87,19.838
09/03/1989,11.2,0.9,3.86,18.01,60.867
10/03/1989,4,1.16,0.56,7.54,25.482
11/03/1989,7.84,1.33,2.17,7.4,25.009
12/03/1989,9.54,0.79,3.16,7.36,24.874
13/03/1989,4.12,1.28,1.31,4.59,15.513
14/03/1989,2.25,0.54,0.3,4.35,14.701
15/03/1989,0.28,1.35,0.51,3.47,11.727
16/03/1989,0.21,0.85,-1.8,2.72,9.193
17/03/1989,3.41,1.1,-2.95,2.35,7.942
18/03/1989,1.2,0.65,0.67,4.44,15.006
19/03/1989,13.78,1.02,3.07,12.58,42.516
20/03/1989,3.62,1.2,-0.81,4.56,15.411
21/03/1989,3.61,1.18,-0.68,3.37,11.389
22/03/1989,12.37,0.7,0.13,2.95,9.970
23/03/1989,34.5,1.16,-0.79,2.94,9.936
24/03/1989,7.94,1.46,0.62,3.78,12.775
25/03/1989,1.81,1.55,1.66,3.41,11.525
26/03/1989,0.55,0.69,2.85,8.97,30.315
27/03/1989,4.23,1.18,5.58,14.31,48.363
28/03/1989,0.47,1.69,3.18,6.85,23.150
29/03/1989,1.03,1.17,2.15,6.05,20.447
30/03/1989,0.01,0.98,5.64,10.73,36.263
31/03/1989,0.01,0.97,3.49,6.21,20.988
01/04/1989,0.26,1.17,3.84,5.71,19.298
02/04/1989,0.61,1.84,1.83,3.91,13.214
03/04/1989,0.93,1.54,-1.08,3.05,10.308
04/04/1989,2.94,1.09,-0.59,2.71,9.159
05/04/1989,0.34,1.19,-0.58,2.38,8.044
06/04/1989,5.39,0.86,0.75,2.31,7.807
07/04/1989,0.67,0.28,1.4,2.39,8.077
08/04/1989,1.09,1.2,3.12,2.81,9.497
09/04/1989,1.1,1.1,1.77,2.68,9.057
10/04/1989,3.03,1.17,3.33,2.76,9.328
11/04/1989,17.01,1.06,1.53,4.44,15.006
12/04/1989,0.51,1.86,4.09,4.21,14.228
13/04/1989,4.13,1.05,0.34,2.6,8.787
14/04/1989,1.29,0.33,2.64,2.97,10.038
15/04/1989,1.5,1.87,3.21,2.73,9.226
16/04/1989,2.13,1.76,2.1,2.49,8.415
17/04/1989,0.47,0.92,3.48,2.79,9.429
18/04/1989,0,1.39,4.31,3.13,10.578
19/04/1989,0.53,1.22,3.12,2.86,9.666
20/04/1989,0.47,1.53,4.2,2.98,10.071
21/04/1989,3.95,1.41,4.53,3.01,10.173
22/04/1989,1.92,1.17,0.6,2.5,8.449
23/04/1989,0.41,2.03,-1.1,2.01,6.793
24/04/1989,5.94,1.61,-1.86,1.86,6.286
25/04/1989,2.84,1.71,-1.12,1.82,6.151
26/04/1989,0.13,1.57,-0.9,1.7,5.745
27/04/1989,6.92,1.48,1.52,1.63,5.509
28/04/1989,0.49,1.75,1.27,1.56,5.272
29/04/1989,0.36,1.5,3.56,1.65,5.576
30/04/1989,3,1.34,5.85,2.81,9.497
01/05/1989,0.01,1.58,8.7,7.72,26.091
02/05/1989,0.13,2.33,9.08,7.36,24.874
03/05/1989,0,2.1,7.66,5.18,17.506
04/05/1989,0,2.51,7.41,4.09,13.823
05/05/1989,0,2.52,4.45,3.18,10.747
06/05/1989,0,2.13,5.09,2.76,9.328
07/05/1989,0.04,2.84,6.56,2.91,9.835
08/05/1989,0.09,1.59,7.35,3.16,10.680
09/05/1989,0.32,2.72,4.27,2.53,8.550
10/05/1989,1.61,2.26,2.74,1.97,6.658
11/05/1989,16.95,1.15,2.51,2.14,7.232
12/05/1989,5.03,1.22,2.4,3.17,10.713
13/05/1989,0.03,2.31,4.3,2.54,8.584
14/05/1989,0.03,1.85,5.08,2.34,7.908
15/05/1989,4.67,2.88,9.45,4.83,16.324
16/05/1989,1.58,3.2,5.6,3.98,13.451
17/05/1989,0.32,2.88,8.01,3,10.139
18/05/1989,0.02,1.3,8.17,3.03,10.240
19/05/1989,0.02,1.97,5.13,2.54,8.584
20/05/1989,0,2.52,9.39,2.95,9.970
21/05/1989,0,3.57,10.43,3.12,10.544
22/05/1989,0,3.54,9.91,2.62,8.855
23/05/1989,5.65,3.15,11.04,2.47,8.348
24/05/1989,19.18,1.4,6.98,3.09,10.443
25/05/1989,0.01,2.55,6.78,2.26,7.638
26/05/1989,0,2.7,6.41,1.75,5.914
27/05/1989,0,2.58,7.92,1.62,5.475
28/05/1989,0,2.23,8.59,1.64,5.543
29/05/1989,1.5,1.87,4.67,1.48,5.002
30/05/1989,1.59,2.39,2.87,1.43,4.833
31/05/1989,2.85,1.9,3.71,1.38,4.664
01/06/1989,1.2,2.46,3.21,1.26,4.258
02/06/1989,2.67,1.41,3.96,1.29,4.360
03/06/1989,0.16,2.5,4.7,1.26,4.258
04/06/1989,1.17,2.12,5.03,1.16,3.920
05/06/1989,10.44,1.75,5.13,2.75,9.294
06/06/1989,0.69,2.13,5.64,2.34,7.908
07/06/1989,1.13,2.42,4.55,1.65,5.576
08/06/1989,5.65,2.42,5.18,2.4,8.111
09/06/1989,0.27,2.28,6,1.82,6.151
10/06/1989,0.35,1.73,8.65,1.72,5.813
11/06/1989,0.45,2.56,9.79,1.66,5.610
12/06/1989,8.6,2.97,14.22,2.04,6.894
13/06/1989,9.51,1.78,12.22,4.14,13.992
14/06/1989,0.07,3.26,11.6,2.15,7.266
15/06/1989,0,3.01,9.31,1.51,5.103
16/06/1989,0,3.01,11.99,1.31,4.427
17/06/1989,0,3.67,11.91,1.2,4.056
18/06/1989,0,3.73,13.14,1.11,3.751
19/06/1989,0,3.7,14.35,1.06,3.582
20/06/1989,0.02,3.06,13.52,1,3.380
21/06/1989,0,3.16,10.64,0.99,3.346
22/06/1989,0,2.88,9.17,0.84,2.839
23/06/1989,0,2.07,8.46,0.77,2.602
24/06/1989,0.56,2.55,8.62,0.72,2.433
25/06/1989,4.4,1.76,9.79,0.9,3.042
26/06/1989,1.29,2.11,9.49,0.84,2.839
27/06/1989,1.61,1.89,7.89,0.82,2.771
28/06/1989,10.38,1.8,5.8,1.41,4.765
29/06/1989,0.05,3.04,6.04,1.48,5.002
30/06/1989,2.73,1.55,4.61,1.2,4.056
01/07/1989,0.01,1.76,8.29,1.22,4.123
02/07/1989,0,2.69,9.44,1.02,3.447
03/07/1989,0,3.64,11.59,0.82,2.771
04/07/1989,0,3.7,12.98,0.76,2.569
05/07/1989,0,3.39,12.87,0.7,2.366
06/07/1989,0,3.86,13.2,0.65,2.197
07/07/1989,0.01,2.67,13.07,1.31,4.427
08/07/1989,0.06,1.71,9.83,1.07,3.616
09/07/1989,4.66,2.5,10.39,0.89,3.008
10/07/1989,1.17,2.09,10.22,0.93,3.143
11/07/1989,0,3.46,11.12,0.73,2.467
12/07/1989,0,3.77,12.8,0.66,2.231
13/07/1989,0,3.26,10.41,0.63,2.129
14/07/1989,0,3.37,10.33,0.57,1.926
15/07/1989,0,3.57,12.92,0.54,1.825
16/07/1989,0,3.02,12.2,0.52,1.757
17/07/1989,0,2.23,10.94,0.51,1.724
18/07/1989,0,2.84,11.46,0.48,1.622
19/07/1989,0,3.03,12.16,0.46,1.555
20/07/1989,2.69,2.08,12.84,0.45,1.521
21/07/1989,4.67,1,12.84,0.5,1.690
22/07/1989,0,2.48,14.44,0.47,1.588
23/07/1989,1.02,2.52,14.05,0.44,1.487
24/07/1989,0,2.54,15.02,0.41,1.386
25/07/1989,10.54,2.38,14.56,0.51,1.724
26/07/1989,1.81,2.6,11.72,0.55,1.859
27/07/1989,2.32,3.03,11.34,0.44,1.487
28/07/1989,2.42,1.32,11.26,0.51,1.724
29/07/1989,0.24,2.51,12.53,0.51,1.724
30/07/1989,0.08,2.21,9.6,0.5,1.690
31/07/1989,0.42,2.24,8.65,0.57,1.926
01/08/1989,0,2.85,9.37,0.52,1.757
02/08/1989,0,1.83,10.51,0.46,1.555
03/08/1989,0.21,3.03,11.04,0.44,1.487
04/08/1989,0,2.58,10.11,0.41,1.386
05/08/1989,4.45,0.57,10.66,0.52,1.757
06/08/1989,6.31,1.84,13.07,0.79,2.670
07/08/1989,1,2.27,12.09,0.66,2.231
08/08/1989,6.73,2.09,11.83,0.56,1.893
09/08/1989,0.01,1.52,13.55,0.75,2.535
10/08/1989,6.97,1.76,8.85,0.68,2.298
11/08/1989,1.18,2.19,10.7,0.99,3.346
12/08/1989,2.55,2.53,9.23,0.78,2.636
13/08/1989,1.96,1.57,10.39,0.77,2.602
14/08/1989,18.88,2,8.95,2.06,6.962
15/08/1989,5.85,2.96,11.11,2.35,7.942
16/08/1989,3.73,3.08,10.96,1.6,5.407
17/08/1989,2.51,2.52,9.76,1.31,4.427
18/08/1989,0.21,1.92,10.37,1.22,4.123
19/08/1989,14.04,2.16,11.22,2.25,7.604
20/08/1989,9.32,1.18,11.64,4.74,16.019
21/08/1989,2.4,2.22,10.68,2.75,9.294
22/08/1989,1.44,2.66,9.23,2.06,6.962
23/08/1989,4.03,1.69,10.18,1.75,5.914
24/08/1989,1.25,1.29,9.81,3.02,10.206
25/08/1989,4.29,1.45,7.58,2.07,6.996
26/08/1989,5.8,0.94,7.12,2.39,8.077
27/08/1989,0.69,1.44,7.36,3.06,10.342
28/08/1989,0.83,1.46,5.8,2.14,7.232
29/08/1989,0.84,1,9.52,1.8,6.083
30/08/1989,12.93,0.19,11.7,2.9,9.801
31/08/1989,2.87,1.95,8.87,2.2,7.435
01/09/1989,0.93,1.38,8.33,2.51,8.483
02/09/1989,0,1.27,6.38,2,6.759
03/09/1989,0.07,0.34,5.2,1.6,5.407
04/09/1989,0,1.06,9.08,1.36,4.596
05/09/1989,1.39,0.71,9.23,1.24,4.191
06/09/1989,0.84,1.9,10.82,1.08,3.650
07/09/1989,1.82,0.78,7.03,1.08,3.650
08/09/1989,0.19,1.32,6.59,0.98,3.312
09/09/1989,0,1.1,5.18,0.88,2.974
10/09/1989,0,1.08,4.51,0.8,2.704
11/09/1989,1.92,1.12,5.39,0.77,2.602
12/09/1989,1.63,1.06,8.82,0.95,3.211
13/09/1989,3.44,0.84,8.53,1,3.380
14/09/1989,1.62,1.17,5.9,0.92,3.109
15/09/1989,6.29,0.94,5.77,1.3,4.394
16/09/1989,0.35,2.21,7.56,1.09,3.684
17/09/1989,4.87,1.8,7.95,0.88,2.974
18/09/1989,12.22,1.34,10.22,3.92,13.248
19/09/1989,12.92,2.56,9.88,5.39,18.216
20/09/1989,3.58,1.36,10.9,13.99,47.281
21/09/1989,0.79,0.76,9.6,4.92,16.628
22/09/1989,29.68,0.13,8.98,9.12,30.822
23/09/1989,0.59,1.26,9.32,6.54,22.103
24/09/1989,0.82,1.31,10.55,3.66,12.369
25/09/1989,0.08,1.23,10.4,2.97,10.038
26/09/1989,0.02,1.01,4.52,2.34,7.908
27/09/1989,0.06,1.15,6.52,1.97,6.658
28/09/1989,0,0.93,7.37,1.68,5.678
29/09/1989,0,1.15,7.59,1.46,4.934
30/09/1989,0,0.57,5.66,1.32,4.461
01/10/1989,0,0.84,7.08,1.23,4.157
02/10/1989,0,0.66,4.16,1.11,3.751
03/10/1989,0,0.42,5.19,1.07,3.616
04/10/1989,1.76,0.86,7.75,1.03,3.481
05/10/1989,2.64,0.82,8.06,1.08,3.650
06/10/1989,4.33,0.66,6.09,1.03,3.481
07/10/1989,1.51,0.68,6.65,2.59,8.753
08/10/1989,0.03,0.57,6.71,1.68,5.678
09/10/1989,0.07,0.64,6.76,1.33,4.495
10/10/1989,3.08,0.65,7.45,1.35,4.563
11/10/1989,2.05,0.5,6.68,1.74,5.881
12/10/1989,2.16,0.31,7.28,1.67,5.644
13/10/1989,1.84,0.99,4.72,1.75,5.914
14/10/1989,2.61,0.77,4.23,1.7,5.745
15/10/1989,5.52,0.61,4.03,1.96,6.624
16/10/1989,9.21,0.15,7.67,2.35,7.942
17/10/1989,2.18,0.55,10.03,3.09,10.443
18/10/1989,8.16,0.23,7.88,3.1,10.477
19/10/1989,6.02,0.52,7.66,4.91,16.594
20/10/1989,9.75,0.71,5.97,4.62,15.614
21/10/1989,7.57,1.27,4.82,7.07,23.894
22/10/1989,1.47,0.81,6.47,4.43,14.972
23/10/1989,3.09,0.82,6.2,3.2,10.815
24/10/1989,4.11,1.15,5.67,3.67,12.403
25/10/1989,1.62,1.1,5.43,2.95,9.970
26/10/1989,0.22,0.82,4.46,2.43,8.213
27/10/1989,19.42,0.42,2.65,5.24,17.709
28/10/1989,10.6,0.05,4.16,7.19,24.300
29/10/1989,7.18,0.17,6.29,4.65,15.715
30/10/1989,5.56,0.51,5.86,4.58,15.479
31/10/1989,7.25,0.37,5.72,4.86,16.425
01/11/1989,14.45,0.61,4.24,5.65,19.095
02/11/1989,4.23,0.64,5.17,12.43,42.009
03/11/1989,1.31,0.44,4.69,5.15,17.405
04/11/1989,0.81,0.42,2.92,4.28,14.465
05/11/1989,0.22,0.29,1.06,3.35,11.322
06/11/1989,1.53,0.26,0.5,2.75,9.294
07/11/1989,0.4,0.03,1.85,2.55,8.618
08/11/1989,0,0.06,0.28,2.19,7.401
09/11/1989,2.49,0.37,1.27,2.08,7.030
10/11/1989,6.23,0.4,3.19,3.02,10.206
11/11/1989,0.67,0.95,4.11,3.04,10.274
12/11/1989,9.53,0.05,1.91,2.79,9.429
13/11/1989,0.08,0.02,2.89,3.15,10.646
14/11/1989,0,0.04,5.1,2.3,7.773
15/11/1989,0,0.18,2.32,2.02,6.827
16/11/1989,0,0.25,2.64,1.82,6.151
17/11/1989,0.95,0.76,3.56,1.67,5.644
18/11/1989,0.83,0.16,3.69,1.7,5.745
19/11/1989,0,0.02,4.38,1.56,5.272
20/11/1989,0.32,0.19,3.83,1.46,4.934
21/11/1989,0.78,0.35,3.32,1.39,4.698
22/11/1989,0.08,0.53,0.84,1.27,4.292
23/11/1989,1.85,0.3,-0.33,1.21,4.089
24/11/1989,1.13,0.06,-0.89,1.14,3.853
25/11/1989,0.17,0.12,-2.93,0.87,2.940
26/11/1989,0,0,-1.28,1.15,3.887
27/11/1989,0,0.03,-0.09,1.03,3.481
28/11/1989,0.1,0,-1.32,1.03,3.481
29/11/1989,0,0.03,-0.54,0.96,3.244
30/11/1989,0,0.02,-2.38,0.92,3.109
01/12/1989,0.18,0,-3.44,0.89,3.008
02/12/1989,0,0.01,-1.84,0.88,2.974
03/12/1989,0,0.02,-1.27,0.81,2.738
04/12/1989,0,0,-1.8,0.85,2.873
05/12/1989,0,0,-1.17,0.77,2.602
06/12/1989,0.43,0,-0.05,0.92,3.109
07/12/1989,0.15,0.02,-0.74,0.65,2.197
08/12/1989,0.77,0.03,-3.07,0.82,2.771
09/12/1989,0.2,0,-1.99,0.79,2.670
10/12/1989,0.21,0.02,-0.48,0.75,2.535
11/12/1989,0,0.01,-1.01,0.56,1.893
12/12/1989,0.3,0.05,-4.24,0.52,1.757
13/12/1989,0,0.14,-3.6,0.38,1.284
14/12/1989,0.2,0.05,-8.15,0.23,0.777
15/12/1989,0.44,0.06,-5.27,0.2,0.676
16/12/1989,31.42,0.11,-3.17,0.35,1.183
17/12/1989,3.48,0,0.26,2.5,8.449
18/12/1989,0.11,0.43,0.63,1.52,5.137
19/12/1989,1.65,0.12,-4.14,1.1,3.718
20/12/1989,2.15,0,-4.08,1.09,3.684
21/12/1989,2.41,0.05,0.34,1.42,4.799
22/12/1989,1.24,0.16,-0.03,2.02,6.827
23/12/1989,4.55,0.43,2.15,1.23,4.157
24/12/1989,32.56,0.51,3.52,20.09,67.897
25/12/1989,4.18,0.93,3.02,7.74,26.158
26/12/1989,0.22,0.09,0.81,3.54,11.964
27/12/1989,0,0,-4.64,1.86,6.286
28/12/1989,0.18,0.07,-3.68,1.64,5.543
29/12/1989,0.21,0,-2.46,1.64,5.543
30/12/1989,0.12,0.07,-1.67,1.39,4.698
31/12/1989,0.6,0.21,-1.11,1.24,4.191
01/01/1990,1.34,0.03,0.04,1.26,4.258
02/01/1990,1.46,0.06,-0.94,1.21,4.089
03/01/1990,6.93,0,-0.92,1.97,6.658
04/01/1990,0.5,0.12,0.67,1.73,5.847
05/01/1990,4.62,0.01,1.31,2.98,10.071
06/01/1990,1.5,0.05,1.89,4.74,16.019
07/01/1990,1.83,0.36,1.5,3.24,10.950
08/01/1990,4.73,0.74,1.32,2.77,9.362
09/01/1990,15.33,0.96,1.74,3.12,10.544
10/01/1990,0.44,0,3.04,10.04,33.931
11/01/1990,4.18,0.57,5.63,6.55,22.137
12/01/1990,1.75,0.89,3.33,4.85,16.391
13/01/1990,1.38,0.44,0.61,3.2,10.815
14/01/1990,3.65,0.59,3.4,3.9,13.181
15/01/1990,4.68,1.27,5.59,5.81,19.636
16/01/1990,29.86,1.04,4.01,8.31,28.085
17/01/1990,15.85,0.82,1.09,6.06,20.481
18/01/1990,10.9,0.67,0.64,6.07,20.514
19/01/1990,9.97,0.66,0.36,8.06,27.240
20/01/1990,2.11,0.47,1.8,11.92,40.285
21/01/1990,8.53,0.64,4.81,12.65,42.752
22/01/1990,25.85,1.02,2.47,12.7,42.921
23/01/1990,9.7,0.59,-0.26,7.38,24.942
24/01/1990,14.26,0.18,-2.63,4.05,13.688
25/01/1990,25.36,0.29,-1.94,2.47,8.348
26/01/1990,6.39,0.33,-1.87,3.2,10.815
27/01/1990,3.66,0.27,-0.73,2.79,9.429
28/01/1990,1.18,0.44,-0.94,2.34,7.908
29/01/1990,14.55,0.38,0.22,6.31,21.325
30/01/1990,16.3,0.67,2.08,12.7,42.921
31/01/1990,4.68,1.03,1.67,6.44,21.765
01/02/1990,24.25,0.88,1.43,4.72,15.952
02/02/1990,11.99,1.27,1.01,4.74,16.019
03/02/1990,15.52,0.87,1.92,4.12,13.924
04/02/1990,20.68,0.48,3.32,66.75,225.590
05/02/1990,10.63,1.24,6.71,35.48,119.909
06/02/1990,29.98,0.52,3.29,22.02,74.419
07/02/1990,0.41,0.33,0.13,9.29,31.397
08/02/1990,4.01,0.82,-0.12,5.67,19.163
09/02/1990,6.47,0.81,1.66,6.39,21.596
10/02/1990,21.56,0.56,2.56,8.78,29.673
11/02/1990,11.76,0.99,-1.09,4.59,15.513
12/02/1990,1.88,0.69,-1.6,3.52,11.896
13/02/1990,3.39,0.38,-2.12,3.25,10.984
14/02/1990,0.1,0.3,-1.13,2.73,9.226
15/02/1990,0,0.34,-2.13,2.38,8.044
16/02/1990,4.94,0.51,-0.74,2.24,7.570
17/02/1990,17.45,0.08,-0.47,3.72,12.572
18/02/1990,22.75,0.95,2.12,4.58,15.479
19/02/1990,10.85,0.41,3.21,20.67,69.857
20/02/1990,8.91,1.39,3.49,12.43,42.009
21/02/1990,2.97,1.22,3.73,7.79,26.327
22/02/1990,0.62,1.32,4.66,12.6,42.583
23/02/1990,17.95,1.17,6.91,13.37,45.186
24/02/1990,19.98,0.24,2.35,12.9,43.597
25/02/1990,24.84,0.86,2.23,8.93,30.180
26/02/1990,13.79,0.99,0.03,4.82,16.290
27/02/1990,0.46,1.02,-0.68,4.21,14.228
28/02/1990,6.36,0.63,-1.64,3.71,12.538
01/03/1990,3.67,0.64,-2.26,2.82,9.531
02/03/1990,1,0.65,-1.65,2.82,9.531
03/03/1990,3.57,1.05,1.34,6.65,22.475
04/03/1990,11.51,1.62,2.16,7.45,25.178
05/03/1990,32.15,1.09,2.74,23.16,78.272
06/03/1990,2.99,0.93,4.81,20.52,69.350
07/03/1990,3.41,0.72,5.41,15.63,52.824
08/03/1990,2.42,0.61,1.68,6.7,22.644
09/03/1990,11.54,0.98,0.63,4.82,16.290
10/03/1990,4.17,0.35,3.21,11.92,40.285
11/03/1990,10.97,1.71,3.8,12.2,41.231
12/03/1990,0.53,1.34,3.68,6.04,20.413
13/03/1990,3.87,1.02,3.02,6.34,21.427
14/03/1990,5.68,1.52,4.73,6.77,22.880
15/03/1990,11.93,1.28,6.27,18.46,62.388
16/03/1990,2.17,1.02,7.24,15.1,51.032
17/03/1990,0.4,1.66,7.02,8.69,29.369
18/03/1990,13.48,1.37,6.82,11.19,37.818
19/03/1990,2.7,1.89,2.56,7.6,25.685
20/03/1990,11.93,1.22,3.21,6.59,22.272
21/03/1990,12.33,1.9,3.99,11.28,38.122
22/03/1990,1.87,1.77,3.39,5.9,19.940
23/03/1990,13.88,1.26,4.07,7.38,24.942
24/03/1990,8.31,1.59,0.91,5.33,18.013
25/03/1990,0.18,1.47,0.82,4.36,14.735
26/03/1990,0.24,0.93,1.73,4.89,16.526
27/03/1990,0.16,1.58,3.51,4.51,15.242
28/03/1990,0,1.13,1.16,3.5,11.829
29/03/1990,0,1.41,4.59,3.56,12.031
30/03/1990,0,1.24,7.46,4.51,15.242
31/03/1990,0,1.05,6.29,3.7,12.505
01/04/1990,11.62,0.8,4.63,4.47,15.107
02/04/1990,4.55,1.02,4.08,4.9,16.560
03/04/1990,5.02,1.61,-1.59,3.09,10.443
04/04/1990,3.8,1.55,-1.67,3.13,10.578
05/04/1990,2.11,1.07,1.11,4,13.519
06/04/1990,1.36,0.83,2.24,3.56,12.031
07/04/1990,0.24,1.32,1.41,2.89,9.767
08/04/1990,0.53,1.67,1.86,2.67,9.024
09/04/1990,0.44,1.5,3.59,2.5,8.449
10/04/1990,0.98,1.43,4.87,3.12,10.544
11/04/1990,0.28,1.83,5.77,2.91,9.835
12/04/1990,4.41,2.4,4.74,2.78,9.395
13/04/1990,1.4,1.12,1.92,2.61,8.821
14/04/1990,2.6,1.5,1.53,2.48,8.381
15/04/1990,1.83,1.61,1.81,2.19,7.401
16/04/1990,1.14,1.56,0.5,1.91,6.455
17/04/1990,0.22,1.56,0.31,1.73,5.847
18/04/1990,6.52,1.68,1.06,1.73,5.847
19/04/1990,2.61,1.67,2.44,2.13,7.199
20/04/1990,0.07,1.78,3.93,1.94,6.556
21/04/1990,0.02,1.09,2.82,1.76,5.948
22/04/1990,4.45,1.85,5.54,2.51,8.483
23/04/1990,0.29,1.49,4.64,2.38,8.044
24/04/1990,0.08,1.85,5.49,2.48,8.381
25/04/1990,1.43,1.29,4.48,2.81,9.497
26/04/1990,1.46,2.1,3.44,2.59,8.753
27/04/1990,0.71,1.88,2.46,2.04,6.894
28/04/1990,0,1.02,5.56,2.29,7.739
29/04/1990,0,1.83,8.2,2.98,10.071
30/04/1990,0,2.83,8.83,2.96,10.004
01/05/1990,0,2.88,9.83,3.63,12.268
02/05/1990,0,3.04,11.03,3.41,11.525
03/05/1990,0,3.1,10.14,2.88,9.733
04/05/1990,0.06,2.88,10.52,2.67,9.024
05/05/1990,0.13,2.3,8.04,2.48,8.381
06/05/1990,12.9,2.39,5.39,2.12,7.165
07/05/1990,6.63,1.24,4.26,2.04,6.894
08/05/1990,7.44,1.3,3.6,2.11,7.131
09/05/1990,11.59,1.51,5.53,3.11,10.511
10/05/1990,2.31,0.82,5.1,2.67,9.024
11/05/1990,0.09,1.73,5.95,2.15,7.266
12/05/1990,0,1.67,5.09,1.88,6.354
13/05/1990,0,2,6.46,1.7,5.745
14/05/1990,0.4,2.37,6,1.59,5.374
15/05/1990,0.82,0.7,5.13,1.6,5.407
16/05/1990,0.14,0.58,5.44,1.49,5.036
17/05/1990,0,1.25,4.38,1.37,4.630
18/05/1990,0,1.94,4.98,1.27,4.292
19/05/1990,0,1.85,5.17,1.29,4.360
20/05/1990,0.12,1.84,5.9,1.35,4.563
21/05/1990,1.3,1.57,6.85,1.43,4.833
22/05/1990,0.46,1.52,7.39,1.38,4.664
23/05/1990,2.2,3,7.14,1.53,5.171
24/05/1990,1.93,3.1,5.25,1.51,5.103
25/05/1990,0,2.96,4.27,1.25,4.225
26/05/1990,0,2.82,4.53,1.11,3.751
27/05/1990,0,2.74,5.75,1.1,3.718
28/05/1990,4.28,2.54,6.54,1.2,4.056
29/05/1990,2.33,1.59,9.73,1.63,5.509
30/05/1990,0.62,2.66,9.6,1.53,5.171
31/05/1990,1.6,1.82,8.76,1.37,4.630
01/06/1990,1.79,1.81,9.67,1.53,5.171
02/06/1990,0.19,2.66,8.64,1.44,4.867
03/06/1990,2.74,2.11,7.69,1.81,6.117
04/06/1990,0.46,1.98,8.08,2.41,8.145
05/06/1990,2.12,1.53,7.17,2.09,7.063
06/06/1990,53.52,1.44,4.32,17.09,57.758
07/06/1990,2.82,2.08,6.19,8.17,27.612
08/06/1990,3.53,2,6.95,4.4,14.870
09/06/1990,0,2.75,11.08,3.99,13.485
10/06/1990,0.01,1.89,8.34,2.9,9.801
11/06/1990,0,1.64,7.5,2.31,7.807
12/06/1990,0,1.83,7.03,1.91,6.455
13/06/1990,0.15,1.67,7.96,1.68,5.678
14/06/1990,0,1.78,9.2,1.55,5.238
15/06/1990,0,2.6,9.12,1.39,4.698
16/06/1990,0,2.92,8.78,1.31,4.427
17/06/1990,0.09,2.22,9.81,1.25,4.225
18/06/1990,8.45,1.96,10.5,1.59,5.374
19/06/1990,2.3,2.58,8.27,1.48,5.002
20/06/1990,0.78,2.47,8.25,1.24,4.191
21/06/1990,1.85,1.71,8.6,1.27,4.292
22/06/1990,2.67,1.52,8.28,1.26,4.258
23/06/1990,0.59,2.66,8.74,1.29,4.360
24/06/1990,2.97,1.9,7.63,1.39,4.698
25/06/1990,0.4,3.38,8.26,1.28,4.326
26/06/1990,16.67,2.07,9.01,1.24,4.191
27/06/1990,5.59,1.35,9.5,4.21,14.228
28/06/1990,0.86,2.96,8.48,2.17,7.334
29/06/1990,5.37,1.82,7.66,1.87,6.320
30/06/1990,32.64,0.87,9.02,7.66,25.888
01/07/1990,2.66,1.47,8.41,13.19,44.577
02/07/1990,0.6,2.99,7.54,6.03,20.379
03/07/1990,0.8,2.65,7.32,3.56,12.031
04/07/1990,3.67,1.54,7.63,3.04,10.274
05/07/1990,3.5,2.18,8.01,5.56,18.791
06/07/1990,2.22,2.69,8.63,3.43,11.592
07/07/1990,3.74,1.49,9.7,3.62,12.234
08/07/1990,6.73,2.91,9.96,3.41,11.525
09/07/1990,4.93,2.49,8.56,6.38,21.562
10/07/1990,0.25,2.96,10.12,3.74,12.640
11/07/1990,0,2.91,10.74,2.83,9.564
12/07/1990,0,1.7,8.28,2.29,7.739
13/07/1990,0,2.18,8.58,1.93,6.523
14/07/1990,0,2.75,11.01,1.74,5.881
15/07/1990,9.37,1.56,10.38,1.87,6.320
16/07/1990,0,3.18,11.58,1.62,5.475
17/07/1990,0,2.93,10.21,1.37,4.630
18/07/1990,0,3.06,12.2,1.25,4.225
19/07/1990,0.16,3.21,13.82,1.17,3.954
20/07/1990,0.92,2.66,12.71,1.2,4.056
21/07/1990,0,2.74,11.38,1.09,3.684
22/07/1990,0,2.45,10.35,1.01,3.413
23/07/1990,0,3.05,8.74,0.94,3.177
24/07/1990,0,2.81,8.68,0.88,2.974
25/07/1990,0,2.59,11.48,0.85,2.873
26/07/1990,0,3.23,13.45,0.8,2.704
27/07/1990,2.2,2.39,12.34,0.81,2.738
28/07/1990,0.18,2.71,13.38,0.84,2.839
29/07/1990,4.83,1.99,10.74,0.91,3.075
30/07/1990,0.43,2.99,14.12,1.09,3.684
31/07/1990,0.32,2.89,12.43,0.83,2.805
01/08/1990,0,2.67,13.95,0.78,2.636
02/08/1990,0,3.3,15.76,0.72,2.433
03/08/1990,0.06,0.64,13.81,0.72,2.433
04/08/1990,2.1,2.38,9.99,0.73,2.467
05/08/1990,7,2.53,10.09,0.97,3.278
06/08/1990,1.83,2.17,8.63,1.15,3.887
07/08/1990,1.16,1.94,8.94,0.92,3.109
08/08/1990,2.75,1.8,11.75,0.87,2.940
09/08/1990,2.58,1.9,12.24,0.99,3.346
10/08/1990,1.73,2.18,12.94,0.94,3.177
11/08/1990,2.3,2.61,11.9,1,3.380
12/08/1990,3.11,1.62,11.67,1.13,3.819
13/08/1990,1.52,1.66,10.76,1.07,3.616
